,venueId,latitude,longitude,localTimestamp
2423,4b5cda0ef964a5205f4729e3,35.697,139.68,2012-04-04 15:18:16
2425,4b598750f964a520448b28e3,35.724,139.75,2012-04-04 15:18:22
2427,4b7481e1f964a520bde02de3,35.73,139.71,2012-04-04 15:18:38
2431,4b0a3657f964a520782223e3,35.698,139.68,2012-04-04 15:19:40
2454,4b403756f964a520eab625e3,35.691,139.7,2012-04-04 15:25:26
2455,4b52ff05f964a5202b8c27e3,35.68,139.78,2012-04-04 15:25:27
2463,4b41367af964a5205dc325e3,35.686,139.74,2012-04-04 15:26:04
2464,4b22115af964a5209a4324e3,35.707,139.75,2012-04-04 15:26:15
2465,4b735f35f964a52037ab2de3,35.672,139.74,2012-04-04 15:26:22
2466,4b53bc1af964a520aba927e3,35.696,139.78,2012-04-04 15:26:37
2470,4b22115af964a5209a4324e3,35.707,139.75,2012-04-04 15:27:07
2476,4b3c0acbf964a520e28025e3,35.55,139.62,2012-04-04 15:27:40
2480,4b340afff964a5204b2425e3,35.682,139.79,2012-04-04 15:28:19
2487,4b85d58ff964a520757531e3,35.703,139.79,2012-04-04 15:30:04
2494,4b64fbc9f964a520b0dd2ae3,35.659,139.7,2012-04-04 15:31:18
2508,4b46d0ebf964a520982826e3,35.696,139.75,2012-04-04 15:35:09
2516,4b47b936f964a520f53b26e3,35.671,139.72,2012-04-04 15:36:30
2517,4b7278aef964a520de7b2de3,35.687,139.77,2012-04-04 15:36:39
2523,4b598750f964a520448b28e3,35.724,139.75,2012-04-04 15:37:05
2531,4b680223f964a520bd632be3,35.648,139.75,2012-04-04 15:39:07
2533,4b971b9ff964a5205ff834e3,35.685,139.77,2012-04-04 15:39:10
2535,4b52ff05f964a5202b8c27e3,35.68,139.78,2012-04-04 15:39:17
2543,4b41367af964a5205dc325e3,35.686,139.74,2012-04-04 15:40:20
2544,4b9b8cd2f964a520c30e36e3,35.676,139.76,2012-04-04 15:40:21
2557,4b5f855af964a5204abf29e3,35.686,139.88,2012-04-04 15:43:06
2572,4b370c13f964a5203d3f25e3,35.717,139.77,2012-04-04 15:44:17
2594,4b62b939f964a52057502ae3,35.663,139.73,2012-04-04 15:48:05
2604,4b58dcdef964a5206f6f28e3,35.535,139.59,2012-04-04 15:49:10
2612,4b777fa7f964a520309e2ee3,35.75,139.81,2012-04-04 15:50:07
2618,4b4fe7a7f964a520301927e3,35.694,139.69,2012-04-04 15:51:01
2665,4b56ed1df964a520801f28e3,35.698,139.77,2012-04-04 15:56:21
2673,4b6019f4f964a520e0d529e3,35.754,139.74,2012-04-04 15:57:21
2675,4b0bc483f964a520803323e3,35.704,139.79,2012-04-04 15:57:38
2679,4b52b325f964a520448627e3,35.666,139.89,2012-04-04 15:58:12
2687,4b5eb91af964a520ea9629e3,35.708,139.77,2012-04-04 15:59:08
2701,4b41367af964a5205dc325e3,35.686,139.74,2012-04-04 16:01:09
2719,4b063a75f964a520e0e922e3,35.673,139.72,2012-04-04 16:04:44
2724,4b2b6565f964a52020b624e3,35.668,139.71,2012-04-04 16:05:51
2727,4b971b9ff964a5205ff834e3,35.685,139.77,2012-04-04 16:06:05
2738,4b52c581f964a520c28727e3,35.703,139.77,2012-04-04 16:07:29
2747,4b7df826f964a520c1dc2fe3,35.696,139.82,2012-04-04 16:08:18
2775,4b41367af964a5205dc325e3,35.686,139.74,2012-04-04 16:12:33
2813,4e47b6b918a8f9804cd9da4c,35.744,139.68,2012-04-04 16:17:28
2815,4b570dbff964a5208e2428e3,35.692,139.72,2012-04-04 16:17:54
2827,4b17d383f964a52091c823e3,35.69,139.84,2012-04-04 16:19:23
2840,4b9b8cd2f964a520c30e36e3,35.676,139.76,2012-04-04 16:20:29
2859,4b54ff13f964a5201fd727e3,35.698,139.65,2012-04-04 16:22:20
2875,4b0df959f964a520635323e3,35.663,139.73,2012-04-04 16:24:09
2881,4b5ef312f964a520459f29e3,35.663,139.76,2012-04-04 16:25:23
2889,4b22e836f964a520185024e3,35.709,139.73,2012-04-04 16:26:49
2907,4b592a01f964a520be7f28e3,35.663,139.73,2012-04-04 16:28:30
2927,4b52b325f964a520448627e3,35.666,139.89,2012-04-04 16:30:40
2934,4b5cda0ef964a5205f4729e3,35.697,139.68,2012-04-04 16:31:59
2956,4b1b7b31f964a5209efb23e3,35.687,139.76,2012-04-04 16:34:57
2964,4b6053cff964a520d8df29e3,35.692,139.7,2012-04-04 16:35:59
2976,4bf0ba3d3a15d13a2dea3e9f,35.688,139.8,2012-04-04 16:36:48
2979,4b67ab11f964a5202d5a2be3,35.686,139.78,2012-04-04 16:36:57
2989,4b403756f964a520eab625e3,35.691,139.7,2012-04-04 16:38:07
2997,4b380ad7f964a520bc4a25e3,35.665,139.71,2012-04-04 16:39:03
3005,4b1b7b31f964a5209efb23e3,35.687,139.76,2012-04-04 16:39:57
3010,4b6a97d2f964a520a6d92be3,35.698,139.78,2012-04-04 16:41:10
3011,4b7291c5f964a520d17e2de3,35.657,139.75,2012-04-04 16:41:14
3044,4b601301f964a520f9d429e3,35.689,139.7,2012-04-04 16:45:07
3055,4b592a01f964a520be7f28e3,35.663,139.73,2012-04-04 16:46:25
3067,4b340afff964a5204b2425e3,35.682,139.79,2012-04-04 16:48:13
3080,4b340afff964a5204b2425e3,35.682,139.79,2012-04-04 16:49:59
3081,4b41367af964a5205dc325e3,35.686,139.74,2012-04-04 16:50:25
3084,4b585654f964a520605328e3,35.707,139.78,2012-04-04 16:50:56
3094,4b24b5e7f964a5208d6924e3,35.726,139.72,2012-04-04 16:52:34
3121,4b9b8cd2f964a520c30e36e3,35.676,139.76,2012-04-04 16:57:37
3123,4b6929a7f964a520ac9a2be3,35.709,139.8,2012-04-04 16:58:54
3131,4b6929a7f964a520ac9a2be3,35.709,139.8,2012-04-04 17:00:25
3141,4b727694f964a520917b2de3,35.677,139.74,2012-04-04 17:01:10
3142,4b0a3657f964a520782223e3,35.698,139.68,2012-04-04 17:01:20
3175,4b70ec05f964a52057342de3,35.674,139.75,2012-04-04 17:06:20
3210,4b7e9bbbf964a5202df52fe3,35.674,139.76,2012-04-04 17:12:46
3218,4b6d4872f964a5202e6f2ce3,35.686,139.76,2012-04-04 17:13:53
3228,4b80a413f964a520e88230e3,35.68,139.78,2012-04-04 17:15:30
3233,4b55b740f964a520efec27e3,35.545,139.57,2012-04-04 17:16:21
3240,4b603896f964a5209ada29e3,35.659,139.7,2012-04-04 17:17:59
3280,4b380ad7f964a520bc4a25e3,35.665,139.71,2012-04-04 17:27:25
3305,4b6a97d2f964a520a6d92be3,35.698,139.78,2012-04-04 17:32:04
3324,4b572499f964a5200e2828e3,35.587,139.71,2012-04-04 17:35:28
3328,4b555d0cf964a52071e227e3,35.707,139.76,2012-04-04 17:35:56
3331,4b6a97d2f964a520a6d92be3,35.698,139.78,2012-04-04 17:36:15
3355,4b52ff05f964a5202b8c27e3,35.68,139.78,2012-04-04 17:40:19
3371,4b380ad7f964a520bc4a25e3,35.665,139.71,2012-04-04 17:44:22
3442,4b752193f964a520c8fe2de3,35.75,139.8,2012-04-04 17:59:38
3450,4b7e455ef964a520e0e72fe3,35.686,139.78,2012-04-04 18:01:17
3475,4b54fad0f964a52057d627e3,35.664,139.87,2012-04-04 18:06:18
3495,4b269275f964a520b87d24e3,35.669,139.69,2012-04-04 18:08:53
3518,4b2df016f964a5201adc24e3,35.67,139.76,2012-04-04 18:14:56
3579,4b592a01f964a520be7f28e3,35.663,139.73,2012-04-04 18:29:56
3580,4b66c862f964a520aa2a2be3,35.605,139.71,2012-04-04 18:29:57
3581,4b66c862f964a520aa2a2be3,35.605,139.71,2012-04-04 18:29:57
3592,4b663f1bf964a520891a2be3,35.711,139.78,2012-04-04 18:32:22
3600,4b56b1f3f964a520d01828e3,35.689,139.83,2012-04-04 18:34:32
3604,4b22e836f964a520185024e3,35.709,139.73,2012-04-04 18:36:18
3634,4b766665f964a520074b2ee3,35.729,139.71,2012-04-04 18:44:02
3647,4b84c06cf964a520334331e3,35.701,139.76,2012-04-04 18:49:03
3656,4b74a113f964a520d8e82de3,35.675,139.76,2012-04-04 18:50:50
3705,4b29ffe8f964a5209aa424e3,35.639,139.74,2012-04-04 19:04:45
3706,4b7cd447f964a520caa62fe3,35.673,139.72,2012-04-04 19:05:04
3730,4b7794adf964a52096a22ee3,35.742,139.65,2012-04-04 19:13:23
3738,4b0df959f964a520635323e3,35.663,139.73,2012-04-04 19:18:05
3751,4b47b936f964a520f53b26e3,35.671,139.72,2012-04-04 19:21:54
3753,4b6a61e4f964a52005d42be3,35.695,139.75,2012-04-04 19:22:32
3764,4b5c4864f964a520932929e3,35.681,139.78,2012-04-04 19:25:31
3766,4b46d0ebf964a520982826e3,35.696,139.75,2012-04-04 19:26:06
3799,4b504899f964a520bb1f27e3,35.691,139.67,2012-04-04 19:35:32
3802,4b52ff05f964a5202b8c27e3,35.68,139.78,2012-04-04 19:36:19
3805,4b8b03dff964a520738e32e3,35.679,139.74,2012-04-04 19:37:18
3810,4dc5e8f5e4cd169dc659fe4d,35.792,139.65,2012-04-04 19:39:51
3817,4b55b89bf964a52026ed27e3,35.758,139.63,2012-04-04 19:43:13
